a,b,h,l,S11
12,13.4,6,23,-37.63822336
12,13.4,6,23.5,-36.23406707
12,13.4,6,24,-36.30057782
12,13.4,6,24.5,-22.9173932
12,13.4,6,25,-22.54948875
12,13.4,6,25.5,-24.03982165
12,13.4,6,26,-23.36136143
12.2,13.4,6,23,-29.51148983
12.2,13.4,6,23.5,-34.97361588
12.2,13.4,6,24,-40.6071983
12.2,13.4,6,24.5,-24.2229911
12.2,13.4,6,25,-22.86159606
12.2,13.4,6,25.5,-23.70635297
12.2,13.4,6,26,-23.10781929
12.4,13.4,6,23,-38.63717775
12.4,13.4,6,23.5,-37.52215845
12.4,13.4,6,24,-38.36201677
12.4,13.4,6,24.5,-28.16708514
12.4,13.4,6,25,-24.0798856
12.4,13.4,6,25.5,-23.09363849
12.4,13.4,6,26,-22.77530679
12.6,13.4,6,23,-28.02107613
12.6,13.4,6,23.5,-34.63494633
12.6,13.4,6,24,-34.05157144
12.6,13.4,6,24.5,-24.10585156
12.6,13.4,6,25,-26.95808362
12.6,13.4,6,25.5,-26.25431255
12.6,13.4,6,26,-24.36579883
12.8,13.4,6,23,-30.45639007
12.8,13.4,6,23.5,-23.55887798
12.8,13.4,6,24,-52.3705925
12.8,13.4,6,24.5,-27.2569686
12.8,13.4,6,25,-25.80690281
12.8,13.4,6,25.5,-26.90901269
12.8,13.4,6,26,-23.52109153
13,13.4,6,23,-33.98779279
13,13.4,6,23.5,-33.4739228
13,13.4,6,24,-42.20802885
13,13.4,6,24.5,-27.27281439
13,13.4,6,25,-27.88782669
13,13.4,6,25.5,-27.85406987
13,13.4,6,26,-27.09136237
13.2,13.4,6,23,-34.5470775
13.2,13.4,6,23.5,-31.60089629
13.2,13.4,6,24,-46.2666699
13.2,13.4,6,24.5,-28.03949831
13.2,13.4,6,25,-27.63776346
13.2,13.4,6,25.5,-25.2788789
13.2,13.4,6,26,-24.64873832
13.4,13.4,6,23,-39.10853765
13.4,13.4,6,23.5,-38.34056162
13.4,13.4,6,24,-44.83165229
13.4,13.4,6,24.5,-27.41298563
13.4,13.4,6,25,-24.80476181
13.4,13.4,6,25.5,-25.97379662
13.4,13.4,6,26,-26.71163114
13.6,13.4,6,23,-39.59091325
13.6,13.4,6,23.5,-37.34481153
13.6,13.4,6,24,-45.37015746
13.6,13.4,6,24.5,-30.83257535
13.6,13.4,6,25,-25.66776189
13.6,13.4,6,25.5,-27.03773334
13.6,13.4,6,26,-28.46972373
13.8,13.4,6,23,-32.35679681
13.8,13.4,6,23.5,-33.98045504
13.8,13.4,6,24,-40.406025
13.8,13.4,6,24.5,-25.40671309
13.8,13.4,6,25,-27.12594614
13.8,13.4,6,25.5,-25.26405492
13.8,13.4,6,26,-50.88299539
14,13.4,6,23,-45.76142016
14,13.4,6,23.5,-42.30741583
14,13.4,6,24,-69.18948576
14,13.4,6,24.5,-24.08222309
14,13.4,6,25,-26.58783165
14,13.4,6,25.5,-24.80894165
14,13.4,6,26,-27.08893832
12,13.6,6,23,-24.84987795
12,13.6,6,23.5,-41.90313277
12,13.6,6,24,-35.81586588
12,13.6,6,24.5,-22.8205705
12,13.6,6,25,-24.57722144
12,13.6,6,25.5,-22.94268572
12,13.6,6,26,-23.68366995
12.2,13.6,6,23,-37.85447024
12.2,13.6,6,23.5,-32.91255607
12.2,13.6,6,24,-53.08648445
12.2,13.6,6,24.5,-23.43435767
12.2,13.6,6,25,-23.62620649
12.2,13.6,6,25.5,-24.76081638
12.2,13.6,6,26,-22.31338494
12.4,13.6,6,23,-65.869134
12.4,13.6,6,23.5,-42.01173547
12.4,13.6,6,24,-45.01799601
12.4,13.6,6,24.5,-25.77145103
12.4,13.6,6,25,-24.17843841
12.4,13.6,6,25.5,-25.08954657
12.4,13.6,6,26,-25.41861746
12.6,13.6,6,23,-31.10530198
12.6,13.6,6,23.5,-37.53441455
12.6,13.6,6,24,-34.93743567
12.6,13.6,6,24.5,-24.89803143
12.6,13.6,6,25,-22.61213767
12.6,13.6,6,25.5,-24.86782628
12.6,13.6,6,26,-24.56086881
12.8,13.6,6,23,-33.42956316
12.8,13.6,6,23.5,-39.60456838
12.8,13.6,6,24,-52.23166536
12.8,13.6,6,24.5,-26.28111275
12.8,13.6,6,25,-24.14773869
12.8,13.6,6,25.5,-26.44475651
12.8,13.6,6,26,-24.36480115
13,13.6,6,23,-26.64628848
13,13.6,6,23.5,-42.33456801
13,13.6,6,24,-39.86531254
13,13.6,6,24.5,-25.64396365
13,13.6,6,25,-27.73758681
13,13.6,6,25.5,-27.97996958
13,13.6,6,26,-24.87321285
13.2,13.6,6,23,-27.68498043
13.2,13.6,6,23.5,-35.94439363
13.2,13.6,6,24,-51.88935484
13.2,13.6,6,24.5,-30.3643629
13.2,13.6,6,25,-27.85222358
13.2,13.6,6,25.5,-27.06491026
13.2,13.6,6,26,-27.72424329
13.4,13.6,6,23,-28.0339659
13.4,13.6,6,23.5,-32.44382163
13.4,13.6,6,24,-45.08564149
13.4,13.6,6,24.5,-29.17787279
13.4,13.6,6,25,-24.99586871
13.4,13.6,6,25.5,-26.69267649
13.4,13.6,6,26,-27.94672593
13.6,13.6,6,23,-39.24411777
13.6,13.6,6,23.5,-28.0787422
13.6,13.6,6,24,-39.18904006
13.6,13.6,6,24.5,-27.54053076
13.6,13.6,6,25,-25.44339169
13.6,13.6,6,25.5,-23.70086356
13.6,13.6,6,26,-24.55637912
13.8,13.6,6,23,-49.57825544
13.8,13.6,6,23.5,-43.20122151
13.8,13.6,6,24,-54.75462794
13.8,13.6,6,24.5,-36.24191295
13.8,13.6,6,25,-30.51137657
13.8,13.6,6,25.5,-23.89152384
13.8,13.6,6,26,-24.69579802
14,13.6,6,23,-29.11334926
14,13.6,6,23.5,-28.19194009
14,13.6,6,24,-36.92141807
14,13.6,6,24.5,-33.32765168
14,13.6,6,25,-26.2836745
14,13.6,6,25.5,-30.37178711
14,13.6,6,26,-26.24564924
12,13.8,6,23,-24.60266099
12,13.8,6,23.5,-43.49907244
12,13.8,6,24,-30.43318674
12,13.8,6,24.5,-22.95965961
12,13.8,6,25,-22.06631637
12,13.8,6,25.5,-23.05305603
12,13.8,6,26,-22.13264839
12.2,13.8,6,23,-28.35235007
12.2,13.8,6,23.5,-31.83518206
12.2,13.8,6,24,-46.87661969
12.2,13.8,6,24.5,-22.41636638
12.2,13.8,6,25,-22.80394325
12.2,13.8,6,25.5,-24.90872413
12.2,13.8,6,26,-25.9767859
12.4,13.8,6,23,-58.07573803
12.4,13.8,6,23.5,-46.90996184
12.4,13.8,6,24,-33.25172241
12.4,13.8,6,24.5,-24.40353607
12.4,13.8,6,25,-24.26083597
12.4,13.8,6,25.5,-25.90078235
12.4,13.8,6,26,-22.81736416
12.6,13.8,6,23,-36.01848587
12.6,13.8,6,23.5,-34.46694202
12.6,13.8,6,24,-32.11104406
12.6,13.8,6,24.5,-25.23633873
12.6,13.8,6,25,-23.91471353
12.6,13.8,6,25.5,-25.61383115
12.6,13.8,6,26,-25.60426412
12.8,13.8,6,23,-32.19876846
12.8,13.8,6,23.5,-46.12717414
12.8,13.8,6,24,-52.33287874
12.8,13.8,6,24.5,-27.95969734
12.8,13.8,6,25,-25.24923233
12.8,13.8,6,25.5,-28.69595309
12.8,13.8,6,26,-26.71211338
13,13.8,6,23,-51.79652764
13,13.8,6,23.5,-48.25685662
13,13.8,6,24,-39.93056233
13,13.8,6,24.5,-26.84591445
13,13.8,6,25,-28.70556398
13,13.8,6,25.5,-23.72562204
13,13.8,6,26,-27.50405219
13.2,13.8,6,23,-54.64143598
13.2,13.8,6,23.5,-38.7234387
13.2,13.8,6,24,-39.79989994
13.2,13.8,6,24.5,-27.54706332
13.2,13.8,6,25,-25.87905483
13.2,13.8,6,25.5,-27.40117233
13.2,13.8,6,26,-25.37229187
13.4,13.8,6,23,-34.94595059
13.4,13.8,6,23.5,-35.3157922
13.4,13.8,6,24,-44.13069471
13.4,13.8,6,24.5,-26.98614074
13.4,13.8,6,25,-24.43707498
13.4,13.8,6,25.5,-25.66770657
13.4,13.8,6,26,-25.14068556
13.6,13.8,6,23,-35.68826587
13.6,13.8,6,23.5,-28.8892001
13.6,13.8,6,24,-55.55508921
13.6,13.8,6,24.5,-23.97613936
13.6,13.8,6,25,-23.38346347
13.6,13.8,6,25.5,-26.7989981
13.6,13.8,6,26,-23.099643
13.8,13.8,6,23,-29.31265025
13.8,13.8,6,23.5,-32.31827955
13.8,13.8,6,24,-41.93858149
13.8,13.8,6,24.5,-25.4387786
13.8,13.8,6,25,-23.89481996
13.8,13.8,6,25.5,-23.82461025
13.8,13.8,6,26,-25.99109509
14,13.8,6,23,-29.18750272
14,13.8,6,23.5,-39.49029933
14,13.8,6,24,-39.02014736
14,13.8,6,24.5,-25.18603521
14,13.8,6,25,-26.11154237
14,13.8,6,25.5,-26.6494797
14,13.8,6,26,-25.42320377
12,14,6,23,-26.90533747
12,14,6,23.5,-35.48942314
12,14,6,24,-44.69862861
12,14,6,24.5,-22.339831
12,14,6,25,-22.559314
12,14,6,25.5,-21.65144854
12,14,6,26,-22.55083641
12.2,14,6,23,-33.68166209
12.2,14,6,23.5,-44.5529116
12.2,14,6,24,-40.60111697
12.2,14,6,24.5,-24.39270573
12.2,14,6,25,-23.05731269
12.2,14,6,25.5,-22.98302
12.2,14,6,26,-23.99583016
12.4,14,6,23,-31.26910001
12.4,14,6,23.5,-37.30693085
12.4,14,6,24,-48.74521363
12.4,14,6,24.5,-23.3667949
12.4,14,6,25,-22.97759235
12.4,14,6,25.5,-22.93833472
12.4,14,6,26,-22.7334031
12.6,14,6,23,-29.64740146
12.6,14,6,23.5,-29.45566854
12.6,14,6,24,-32.70737826
12.6,14,6,24.5,-22.58072167
12.6,14,6,25,-23.89769479
12.6,14,6,25.5,-22.35303534
12.6,14,6,26,-25.34792772
12.8,14,6,23,-30.68188326
12.8,14,6,23.5,-48.62708975
12.8,14,6,24,-45.47989465
12.8,14,6,24.5,-24.58837826
12.8,14,6,25,-26.22593941
12.8,14,6,25.5,-25.08083677
12.8,14,6,26,-23.22847489
13,14,6,23,-37.67882386
13,14,6,23.5,-42.20300966
13,14,6,24,-51.24913735
13,14,6,24.5,-27.65403948
13,14,6,25,-26.03762392
13,14,6,25.5,-25.30134187
13,14,6,26,-27.76971058
13.2,14,6,23,-34.55606352
13.2,14,6,23.5,-34.02908938
13.2,14,6,24,-37.9841392
13.2,14,6,24.5,-26.39757822
13.2,14,6,25,-29.34510948
13.2,14,6,25.5,-26.97123271
13.2,14,6,26,-26.4400973
13.4,14,6,23,-28.93050724
13.4,14,6,23.5,-36.34043544
13.4,14,6,24,-50.68658776
13.4,14,6,24.5,-35.67272836
13.4,14,6,25,-25.59469142
13.4,14,6,25.5,-26.09772912
13.4,14,6,26,-27.92101009
13.6,14,6,23,-33.70687542
13.6,14,6,23.5,-47.3254797
13.6,14,6,24,-38.42658546
13.6,14,6,24.5,-23.45884004
13.6,14,6,25,-24.59187171
13.6,14,6,25.5,-24.38929882
13.6,14,6,26,-25.87086008
13.8,14,6,23,-28.45556984
13.8,14,6,23.5,-38.88221181
13.8,14,6,24,-34.99834239
13.8,14,6,24.5,-26.9047662
13.8,14,6,25,-23.54080403
13.8,14,6,25.5,-25.40319486
13.8,14,6,26,-38.66618522
14,14,6,23,-28.11771916
14,14,6,23.5,-27.1924683
14,14,6,24,-41.7582395
14,14,6,24.5,-23.67190694
14,14,6,25,-24.14103744
14,14,6,25.5,-25.92352879
14,14,6,26,-23.8014984
12,12,7,23,-24.75176081
12,12,7,23.5,-52.93897141
12,12,7,24,-51.68757011
12,12,7,24.5,-23.4051182
12,12,7,25,-24.20875766
12,12,7,25.5,-24.27250372
12,12,7,26,-23.8166769
12.2,12,7,23,-17.95041668
12.2,12,7,23.5,-28.25048329
12.2,12,7,24,-54.00766242
12.2,12,7,24.5,-26.19390992
12.2,12,7,25,-24.77934411
12.2,12,7,25.5,-24.24069818
12.2,12,7,26,-22.43729653
12.4,12,7,23,-26.02010716
12.4,12,7,23.5,-29.67875711
12.4,12,7,24,-50.87314132
12.4,12,7,24.5,-25.65114632
12.4,12,7,25,-23.62446481
12.4,12,7,25.5,-25.26393226
12.4,12,7,26,-24.1927767
12.6,12,7,23,-22.49643202
12.6,12,7,23.5,-37.11943717
12.6,12,7,24,-40.77200982
12.6,12,7,24.5,-24.5046962
12.6,12,7,25,-25.41009936
12.6,12,7,25.5,-26.06158883
12.6,12,7,26,-23.87568262
12.8,12,7,23,-20.05951128
12.8,12,7,23.5,-26.60783641
12.8,12,7,24,-33.32148711
12.8,12,7,24.5,-30.43832672
12.8,12,7,25,-25.25640221
12.8,12,7,25.5,-24.71701823
12.8,12,7,26,-26.62023209
13,12,7,23,-33.95023211
13,12,7,23.5,-26.74431832
13,12,7,24,-42.12591375
13,12,7,24.5,-29.91802447
13,12,7,25,-29.42706318
13,12,7,25.5,-30.92202166
13,12,7,26,-30.78440657
13.2,12,7,23,-21.6193833
13.2,12,7,23.5,-27.81229097
13.2,12,7,24,-59.33914357
13.2,12,7,24.5,-31.44907795
13.2,12,7,25,-30.08554484
13.2,12,7,25.5,-35.38456184
13.2,12,7,26,-34.69298267
13.4,12,7,23,-30.46100938
13.4,12,7,23.5,-25.75590915
13.4,12,7,24,-35.24964047
13.4,12,7,24.5,-40.79977745
13.4,12,7,25,-46.03798097
13.4,12,7,25.5,-43.50263227
13.4,12,7,26,-33.09483895
13.6,12,7,23,-23.95334347
13.6,12,7,23.5,-33.75476241
13.6,12,7,24,-59.33854625
13.6,12,7,24.5,-31.89091127
13.6,12,7,25,-50.9628862
13.6,12,7,25.5,-27.72532413
13.6,12,7,26,-34.56629819
13.8,12,7,23,-26.0919954
13.8,12,7,23.5,-25.12387148
13.8,12,7,24,-38.15859154
13.8,12,7,24.5,-37.49001425
13.8,12,7,25,-49.58673944
13.8,12,7,25.5,-39.83368413
13.8,12,7,26,-38.59672428
14,12,7,23,-19.91169662
14,12,7,23.5,-26.75135739
14,12,7,24,-58.14226097
14,12,7,24.5,-55.53187314
14,12,7,25,-36.96668231
14,12,7,25.5,-36.28315188
14,12,7,26,-47.39105393
12,12.2,7,23,-31.10128369
12,12.2,7,23.5,-51.73272102
12,12.2,7,24,-52.89459433
12,12.2,7,24.5,-24.20719908
12,12.2,7,25,-24.16792833
12,12.2,7,25.5,-23.79712898
12,12.2,7,26,-22.79421368
12.2,12.2,7,23,-27.9328616
12.2,12.2,7,23.5,-24.98848776
12.2,12.2,7,24,-35.48852247
12.2,12.2,7,24.5,-22.73934304
12.2,12.2,7,25,-23.0237559
12.2,12.2,7,25.5,-23.39797213
12.2,12.2,7,26,-22.87875171
12.4,12.2,7,23,-29.5220043
12.4,12.2,7,23.5,-32.08521232
12.4,12.2,7,24,-51.72372362
12.4,12.2,7,24.5,-24.864188
12.4,12.2,7,25,-23.45559627
12.4,12.2,7,25.5,-23.88383312
12.4,12.2,7,26,-23.26564409
12.6,12.2,7,23,-21.31637753
12.6,12.2,7,23.5,-30.51969305
12.6,12.2,7,24,-40.30345156
12.6,12.2,7,24.5,-24.2829946
12.6,12.2,7,25,-23.01518499
12.6,12.2,7,25.5,-23.92066804
12.6,12.2,7,26,-24.52021053
12.8,12.2,7,23,-21.06018816
12.8,12.2,7,23.5,-25.49362715
12.8,12.2,7,24,-33.12525551
12.8,12.2,7,24.5,-24.94930919
12.8,12.2,7,25,-25.19652546
12.8,12.2,7,25.5,-26.84922652
12.8,12.2,7,26,-24.007791
13,12.2,7,23,-24.33365776
13,12.2,7,23.5,-27.53127199
13,12.2,7,24,-35.84101216
13,12.2,7,24.5,-24.98717512
13,12.2,7,25,-24.96693745
13,12.2,7,25.5,-27.42956013
13,12.2,7,26,-25.56545403
13.2,12.2,7,23,-23.50480246
13.2,12.2,7,23.5,-29.22337794
13.2,12.2,7,24,-41.11112292
13.2,12.2,7,24.5,-29.21952862
13.2,12.2,7,25,-30.08706428
13.2,12.2,7,25.5,-26.36892284
13.2,12.2,7,26,-28.6606233
13.4,12.2,7,23,-20.34461123
13.4,12.2,7,23.5,-23.72978735
13.4,12.2,7,24,-32.23768641
13.4,12.2,7,24.5,-28.51743558
13.4,12.2,7,25,-26.99936053
13.4,12.2,7,25.5,-28.81098289
13.4,12.2,7,26,-26.36276448
13.6,12.2,7,23,-23.62573913
13.6,12.2,7,23.5,-27.55783493
13.6,12.2,7,24,-40.16201676
13.6,12.2,7,24.5,-30.71533035
13.6,12.2,7,25,-27.47238966
13.6,12.2,7,25.5,-31.44575921
13.6,12.2,7,26,-44.99087746
13.8,12.2,7,23,-25.19738427
13.8,12.2,7,23.5,-29.55896577
13.8,12.2,7,24,-41.91780612
13.8,12.2,7,24.5,-47.90999876
13.8,12.2,7,25,-32.06694072
13.8,12.2,7,25.5,-33.79942619
13.8,12.2,7,26,-39.74467984
14,12.2,7,23,-18.87635688
14,12.2,7,23.5,-25.83940184
14,12.2,7,24,-46.33084664
14,12.2,7,24.5,-58.52168811
14,12.2,7,25,-37.34339058
14,12.2,7,25.5,-42.57429877
14,12.2,7,26,-35.75220565
12,12.4,7,23,-29.52547735
12,12.4,7,23.5,-39.41618595
12,12.4,7,24,-34.09163304
12,12.4,7,24.5,-22.18368483
12,12.4,7,25,-23.07799598
12,12.4,7,25.5,-23.15086071
12,12.4,7,26,-23.87399681
12.2,12.4,7,23,-32.30808287
12.2,12.4,7,23.5,-34.16373277
12.2,12.4,7,24,-31.09989688
12.2,12.4,7,24.5,-23.03944511
12.2,12.4,7,25,-23.54531103
12.2,12.4,7,25.5,-23.57875048
12.2,12.4,7,26,-22.58445409
12.4,12.4,7,23,-24.84239719
12.4,12.4,7,23.5,-31.38537776
12.4,12.4,7,24,-39.74705281
12.4,12.4,7,24.5,-23.28507281
12.4,12.4,7,25,-22.8864805
12.4,12.4,7,25.5,-22.73578674
12.4,12.4,7,26,-27.138736
12.6,12.4,7,23,-25.80080292
12.6,12.4,7,23.5,-30.29598684
12.6,12.4,7,24,-42.10294022
12.6,12.4,7,24.5,-23.43556114
12.6,12.4,7,25,-24.17432689
12.6,12.4,7,25.5,-26.78437161
12.6,12.4,7,26,-24.01749042
12.8,12.4,7,23,-20.95327261
12.8,12.4,7,23.5,-30.36528063
12.8,12.4,7,24,-47.7482354
12.8,12.4,7,24.5,-24.29626433
12.8,12.4,7,25,-25.82813426
12.8,12.4,7,25.5,-24.02714422
12.8,12.4,7,26,-26.65823958
13,12.4,7,23,-29.37717905
13,12.4,7,23.5,-29.40952867
13,12.4,7,24,-54.08450408
13,12.4,7,24.5,-25.25757271
13,12.4,7,25,-24.75421454
13,12.4,7,25.5,-24.84186226
13,12.4,7,26,-23.38793503
13.2,12.4,7,23,-24.50116548
13.2,12.4,7,23.5,-30.18743424
13.2,12.4,7,24,-40.14014135
13.2,12.4,7,24.5,-27.66499013
13.2,12.4,7,25,-26.67462263
13.2,12.4,7,25.5,-28.78785038
13.2,12.4,7,26,-32.24728832
13.4,12.4,7,23,-22.62929322
13.4,12.4,7,23.5,-24.71386791
13.4,12.4,7,24,-55.85474043
13.4,12.4,7,24.5,-27.85756866
13.4,12.4,7,25,-27.69545187
13.4,12.4,7,25.5,-29.65773825
13.4,12.4,7,26,-27.34444034
13.6,12.4,7,23,-30.50756789
13.6,12.4,7,23.5,-25.207486
13.6,12.4,7,24,-42.47939852
13.6,12.4,7,24.5,-32.85572316
13.6,12.4,7,25,-26.19624395
13.6,12.4,7,25.5,-30.57244463
13.6,12.4,7,26,-33.0937654
13.8,12.4,7,23,-21.05181086
13.8,12.4,7,23.5,-29.50772499
13.8,12.4,7,24,-59.37302148
13.8,12.4,7,24.5,-36.48766019
13.8,12.4,7,25,-35.75062411
13.8,12.4,7,25.5,-30.99034243
13.8,12.4,7,26,-29.56074479
14,12.4,7,23,-26.69531282
14,12.4,7,23.5,-21.55905117
14,12.4,7,24,-36.51503429
14,12.4,7,24.5,-34.1247323
14,12.4,7,25,-34.14960858
14,12.4,7,25.5,-36.43669048
14,12.4,7,26,-30.30093369
12,12.6,7,23,-49.48743136
12,12.6,7,23.5,-28.90739121
12,12.6,7,24,-46.81415628
12,12.6,7,24.5,-21.94094724
12,12.6,7,25,-22.91749078
12,12.6,7,25.5,-23.67131295
12,12.6,7,26,-22.51216825
12.2,12.6,7,23,-44.58343967
12.2,12.6,7,23.5,-35.37880622
12.2,12.6,7,24,-37.01292615
12.2,12.6,7,24.5,-23.62103891
12.2,12.6,7,25,-22.44951509
12.2,12.6,7,25.5,-23.43640993
12.2,12.6,7,26,-23.1844768
12.4,12.6,7,23,-35.89642579
12.4,12.6,7,23.5,-53.68197173
12.4,12.6,7,24,-35.68533241
12.4,12.6,7,24.5,-24.85369209
12.4,12.6,7,25,-24.31431708
12.4,12.6,7,25.5,-22.25838086
12.4,12.6,7,26,-23.30812373
12.6,12.6,7,23,-43.02515327
12.6,12.6,7,23.5,-33.86129794
12.6,12.6,7,24,-62.91536541
12.6,12.6,7,24.5,-25.36062454
12.6,12.6,7,25,-22.65670124
12.6,12.6,7,25.5,-23.62006153
12.6,12.6,7,26,-24.2445171
12.8,12.6,7,23,-29.17558473
12.8,12.6,7,23.5,-26.85954314
12.8,12.6,7,24,-59.07239655
12.8,12.6,7,24.5,-23.34513942
12.8,12.6,7,25,-22.90069831
12.8,12.6,7,25.5,-24.19033745
12.8,12.6,7,26,-24.3075314
13,12.6,7,23,-43.13087034
13,12.6,7,23.5,-26.77015023
13,12.6,7,24,-36.48309851
13,12.6,7,24.5,-27.10152326
13,12.6,7,25,-26.04638168
13,12.6,7,25.5,-25.75439685
13,12.6,7,26,-26.82565248
13.2,12.6,7,23,-26.86650297
13.2,12.6,7,23.5,-33.31248803
13.2,12.6,7,24,-41.28704699
13.2,12.6,7,24.5,-24.01494854
13.2,12.6,7,25,-26.83824848
13.2,12.6,7,25.5,-24.03509557
13.2,12.6,7,26,-24.7279147
13.4,12.6,7,23,-29.69239604
13.4,12.6,7,23.5,-51.19910405
13.4,12.6,7,24,-52.80316998
13.4,12.6,7,24.5,-31.28719068
13.4,12.6,7,25,-24.8760508
13.4,12.6,7,25.5,-26.35641253
13.4,12.6,7,26,-27.29226339
13.6,12.6,7,23,-30.85832958
13.6,12.6,7,23.5,-29.35655557
13.6,12.6,7,24,-38.89699845
13.6,12.6,7,24.5,-25.94375301
13.6,12.6,7,25,-27.27537769
13.6,12.6,7,25.5,-29.02542883
13.6,12.6,7,26,-26.64991852
13.8,12.6,7,23,-26.14167885
13.8,12.6,7,23.5,-28.71085763
13.8,12.6,7,24,-68.71711369
13.8,12.6,7,24.5,-27.48514197
13.8,12.6,7,25,-26.00898375
13.8,12.6,7,25.5,-24.43404021
13.8,12.6,7,26,-30.02959371
14,12.6,7,23,-29.54503927
14,12.6,7,23.5,-28.36041462
14,12.6,7,24,-41.35906848
14,12.6,7,24.5,-27.08007878
14,12.6,7,25,-31.57825492
14,12.6,7,25.5,-28.11505756
14,12.6,7,26,-30.92139179
12,12.8,7,23,-26.00934644
12,12.8,7,23.5,-38.44625599
12,12.8,7,24,-41.14793402
12,12.8,7,24.5,-23.12733209
12,12.8,7,25,-23.99391853
12,12.8,7,25.5,-22.19906224
12,12.8,7,26,-22.29303105
12.2,12.8,7,23,-39.10046671
12.2,12.8,7,23.5,-34.4710835
12.2,12.8,7,24,-39.80987696
12.2,12.8,7,24.5,-22.17666941
12.2,12.8,7,25,-22.75049007
12.2,12.8,7,25.5,-21.99472486
12.2,12.8,7,26,-23.909988
12.4,12.8,7,23,-36.83486869
12.4,12.8,7,23.5,-36.62149865
12.4,12.8,7,24,-40.41457639
12.4,12.8,7,24.5,-23.90752316
12.4,12.8,7,25,-22.82996321
12.4,12.8,7,25.5,-22.69075126
12.4,12.8,7,26,-23.77198568
12.6,12.8,7,23,-50.44814147
12.6,12.8,7,23.5,-35.56113486
12.6,12.8,7,24,-37.3122226
12.6,12.8,7,24.5,-22.16196987
12.6,12.8,7,25,-22.23828027
12.6,12.8,7,25.5,-23.55147345
12.6,12.8,7,26,-22.74483521
12.8,12.8,7,23,-53.04989969
12.8,12.8,7,23.5,-38.10014068
12.8,12.8,7,24,-53.75937242
12.8,12.8,7,24.5,-24.39096642
12.8,12.8,7,25,-24.08755167
12.8,12.8,7,25.5,-23.9258239
12.8,12.8,7,26,-23.44679667
13,12.8,7,23,-38.16679518
13,12.8,7,23.5,-29.71128147
13,12.8,7,24,-39.958969
13,12.8,7,24.5,-23.17673805
13,12.8,7,25,-24.75837883
13,12.8,7,25.5,-24.14071759
13,12.8,7,26,-24.772803
13.2,12.8,7,23,-29.57583257
13.2,12.8,7,23.5,-41.06158681
13.2,12.8,7,24,-40.53285844
13.2,12.8,7,24.5,-24.96109969
13.2,12.8,7,25,-22.72570939
13.2,12.8,7,25.5,-25.88116422
13.2,12.8,7,26,-26.29984289
13.4,12.8,7,23,-41.18856868
13.4,12.8,7,23.5,-40.63223732
13.4,12.8,7,24,-41.20781402
13.4,12.8,7,24.5,-24.81136393
13.4,12.8,7,25,-26.286931
13.4,12.8,7,25.5,-25.83071436
13.4,12.8,7,26,-24.60575042
13.6,12.8,7,23,-30.49455309
13.6,12.8,7,23.5,-31.55553275
13.6,12.8,7,24,-58.8656568
13.6,12.8,7,24.5,-27.50330362
13.6,12.8,7,25,-26.33076796
13.6,12.8,7,25.5,-27.50233546
13.6,12.8,7,26,-25.50115938
13.8,12.8,7,23,-30.07412159
13.8,12.8,7,23.5,-38.04588199
13.8,12.8,7,24,-54.93884477
13.8,12.8,7,24.5,-25.96123352
13.8,12.8,7,25,-29.0691926
13.8,12.8,7,25.5,-54.86432505
13.8,12.8,7,26,-28.36503055
14,12.8,7,23,-37.38647014
14,12.8,7,23.5,-28.74432923
14,12.8,7,24,-45.29403209
14,12.8,7,24.5,-28.63196039
14,12.8,7,25,-29.12577005
14,12.8,7,25.5,-25.61126694
14,12.8,7,26,-27.56253259
12,13,7,23,-32.85138562
12,13,7,23.5,-37.7566571
12,13,7,24,-36.47566018
12,13,7,24.5,-24.36379236
12,13,7,25,-21.56284839
12,13,7,25.5,-22.4027562
12,13,7,26,-22.71853309
12.2,13,7,23,-34.77653925
12.2,13,7,23.5,-38.87895642
12.2,13,7,24,-38.63948514
12.2,13,7,24.5,-22.02583143
12.2,13,7,25,-23.46743085
12.2,13,7,25.5,-21.97924383
12.2,13,7,26,-26.45461476
12.4,13,7,23,-36.75172519
12.4,13,7,23.5,-41.89024321
12.4,13,7,24,-51.33935644
12.4,13,7,24.5,-22.05110049
12.4,13,7,25,-22.75806555
12.4,13,7,25.5,-22.7452862
12.4,13,7,26,-22.52686404
12.6,13,7,23,-33.75375224
12.6,13,7,23.5,-33.44318777
12.6,13,7,24,-50.24522695
12.6,13,7,24.5,-23.07785461
12.6,13,7,25,-23.16194236
12.6,13,7,25.5,-23.08630612
12.6,13,7,26,-23.45502607
12.8,13,7,23,-34.20229585
12.8,13,7,23.5,-41.21112075
12.8,13,7,24,-52.92972553
12.8,13,7,24.5,-23.11626519
12.8,13,7,25,-22.51874
12.8,13,7,25.5,-22.64518158
12.8,13,7,26,-23.06721311
13,13,7,23,-33.83595284
13,13,7,23.5,-35.64863266
13,13,7,24,-45.69571539
13,13,7,24.5,-23.07214071
13,13,7,25,-23.6958479
13,13,7,25.5,-24.95961874
13,13,7,26,-24.3913001
13.2,13,7,23,-23.3662656
13.2,13,7,23.5,-57.63808009
13.2,13,7,24,-49.09530075
13.2,13,7,24.5,-25.61348503
13.2,13,7,25,-23.36751607
13.2,13,7,25.5,-23.09632032
13.2,13,7,26,-24.61485213
13.4,13,7,23,-32.08875129
13.4,13,7,23.5,-34.60376755
13.4,13,7,24,-39.20444562
13.4,13,7,24.5,-25.34376475
